icao,iem_id,name,lat,lon,tz,country,cat_ils,cat_ils_confidence,size
KCXO,CXO,Conroe-North Houston Regional Airport,30.3518,-95.4145,America/Chicago,US,CATI,faa-nasr,medium
KCXP,CXP,Carson Airport,39.1943,-119.7343,America/Los_Angeles,US,CATI,assumed,medium
KCYS,CYS,Cheyenne Regional Jerry Olson Field,41.1557,-104.812,America/Denver,US,CATI,faa-nasr,medium
KDAA,DAA,Davison Army Air Field,38.715,-77.181,America/New_York,US,CATI,faa-nasr,medium
KDAB,DAB,Daytona Beach International Airport,29.1825,-81.0595,America/New_York,US,CATI,faa-nasr,medium
KDAG,DAG,Barstow Daggett Airport,34.8537,-116.787,America/Los_Angeles,US,CATI,assumed,medium
KDAN,DAN,Danville Regional Airport,36.5729,-79.3361,America/New_York,US,CATI,faa-nasr,medium
KDAY,DAY,James M. Cox Dayton International Airport,39.9024,-84.2194,America/New_York,US,CATIII,faa-nasr,medium
KDBQ,DBQ,Dubuque Regional Airport,42.402,-90.7095,America/Chicago,US,CATI,faa-nasr,medium
KDDC,DDC,Dodge City Regional Airport,37.7634,-99.9656,America/Chicago,US,CATI,faa-nasr,medium
KDEC,DEC,Decatur Airport,39.8346,-88.8657,America/Chicago,US,CATI,faa-nasr,medium
KDET,DET,Coleman A. Young Municipal Airport,42.4092,-83.0099,America/Detroit,US,CATI,faa-nasr,medium
KDHN,DHN,Dothan Regional Airport,31.3213,-85.4496,America/Chicago,US,CATI,faa-nasr,medium
KDHT,DHT,Dalhart Municipal Airport,36.0226,-102.547,America/Chicago,US,CATI,assumed,medium
KDIK,DIK,Dickinson Theodore Roosevelt Regional Airport,46.7975,-102.8019,America/Denver,US,CATI,faa-nasr,medium
KDLF,DLF,Laughlin Air Force Base,29.3595,-100.778,America/Chicago,US,CATI,faa-nasr,medium
KDLH,DLH,Duluth International Airport,46.8419,-92.1987,America/Chicago,US,CATII,faa-nasr,medium
KDLS,DLS,Columbia Gorge Regional Airport,45.621,-121.1708,America/Los_Angeles,US,CATI,faa-nasr,medium
KDMA,DMA,Davis Monthan Air Force Base,32.1665,-110.883,America/Phoenix,US,CATI,faa-nasr,medium
KDMN,DMN,Deming Municipal Airport,32.2623,-107.721,America/Denver,US,CATI,assumed,medium
KDNL,DNL,Daniel Field,33.4665,-82.0394,America/New_York,US,CATI,assumed,medium
KDOV,DOV,Dover Civil Air Terminal/Dover Air Force Base,39.1295,-75.466,America/New_York,US,CATII,faa-nasr,medium
KDPA,DPA,Dupage Airport,41.9078,-88.2486,America/Chicago,US,CATI,faa-nasr,medium
KDRA,NV65,Desert Rock Airport,36.6194,-116.033,America/Los_Angeles,US,CATI,assumed,medium
KDRI,DRI,Beauregard Regional Airport,30.8317,-93.3399,America/Chicago,US,CATI,assumed,medium
KDRO,DRO,Durango La Plata County Airport,37.1515,-107.754,America/Denver,US,CATI,faa-nasr,medium
KDRT,DRT,Del Rio International Airport,29.3742,-100.927,America/Chicago,US,CATI,faa-nasr,medium
KDTS,DTS,Destin Executive Airport,30.4001,-86.4715,America/Chicago,US,CATI,assumed,medium
KDUA,DUA,Durant Regional Airport - Eaker Field,33.9397,-96.3951,America/Chicago,US,CATI,assumed,medium
KDUG,DUG,Bisbee Douglas International Airport,31.4641,-109.6046,America/Phoenix,US,CATI,assumed,medium
KDUJ,DUJ,DuBois Regional Airport,41.1783,-78.8987,America/New_York,US,CATI,faa-nasr,medium
KDVL,DVL,Devils Lake Regional Airport,48.1155,-98.9088,America/Chicago,US,CATI,faa-nasr,medium
KDXR,DXR,Danbury Municipal Airport,41.3717,-73.4822,America/New_York,US,CATI,faa-nasr,medium
KDYS,DYS,Dyess Air Force Base,32.4208,-99.8546,America/Chicago,US,CATI,faa-nasr,medium
KEAR,EAR,Kearney Regional Airport,40.727,-99.0068,America/Chicago,US,CATI,faa-nasr,medium
KEAT,EAT,Pangborn Memorial Airport,47.3989,-120.207,America/Los_Angeles,US,CATI,faa-nasr,medium
KEAU,EAU,Chippewa Valley Regional Airport,44.8658,-91.4843,America/Chicago,US,CATI,faa-nasr,medium
KECG,ECG,Elizabeth City Regional Airport & Coast Guard Air Station,36.2606,-76.1746,America/New_York,US,CATI,faa-nasr,medium
KECP,ECP,Northwest Florida Beaches International Airport,30.3571,-85.7954,America/Chicago,US,CATI,faa-nasr,medium
KEDC,EDC,Austin Executive Airport,30.398,-97.5669,America/Chicago,US,CATI,assumed,medium
KEDW,EDW,Edwards Air Force Base,34.9108,-117.8864,America/Los_Angeles,US,CATI,faa-nasr,medium
KEED,EED,Needles Airport,34.7663,-114.623,America/Los_Angeles,US,CATI,assumed,medium
KEEN,EEN,Dillant Hopkins Airport,42.8984,-72.2708,America/New_York,US,CATI,faa-nasr,medium
KEET,EET,Shelby County Airport,33.177,-86.7828,America/Chicago,US,CATI,assumed,medium
KEFD,EFD,Ellington Airport,29.6073,-95.1588,America/Chicago,US,CATI,faa-nasr,medium
KEGE,EGE,Eagle County Regional Airport,39.6426,-106.918,America/Denver,US,CATI,faa-nasr,medium
KEGI,EGI,Duke Field,30.6504,-86.5229,America/Chicago,US,CATI,faa-nasr,medium
KEKA,EKA,Murray Field,40.8034,-124.113,America/Los_Angeles,US,CATI,assumed,medium
KEKN,EKN,Elkins-Randolph County Regional Airport,38.8898,-79.8577,America/New_York,US,CATI,faa-nasr,medium
KEKO,EKO,Elko Regional Airport,40.8249,-115.792,America/Los_Angeles,US,CATI,faa-nasr,medium
KELD,ELD,South Arkansas Regional Airport at Goodwin Field,33.221,-92.8133,America/Chicago,US,CATI,faa-nasr,medium
KELM,ELM,Elmira Corning Regional Airport,42.1599,-76.8916,America/New_York,US,CATI,faa-nasr,medium
KELO,ELO,Ely Municipal Airport,47.8245,-91.8307,America/Chicago,US,CATI,assumed,medium
KELY,ELY,Ely Airport Yelland Field,39.2997,-114.842,America/Los_Angeles,US,CATI,assumed,medium
KEND,END,Vance Air Force Base,36.3392,-97.9165,America/Chicago,US,CATI,faa-nasr,medium
KENV,ENV,Wendover Airport,40.7187,-114.031,America/Denver,US,CATI,assumed,medium
KENW,ENW,Kenosha Regional Airport,42.5957,-87.9278,America/Chicago,US,CATI,faa-nasr,medium
KERI,ERI,Erie International Tom Ridge Field,42.0831,-80.1739,America/New_York,US,CATI,faa-nasr,medium
KESC,ESC,Delta County Airport,45.7232,-87.0886,America/Detroit,US,CATI,faa-nasr,medium
KESF,ESF,Esler Army Airfield / Esler Regional Airport,31.3943,-92.2941,America/Chicago,US,CATI,faa-nasr,medium
KEUG,EUG,Eugene Airport,44.1246,-123.212,America/Los_Angeles,US,CATIII,faa-nasr,medium
KEVV,EVV,Evansville Regional Airport,38.037,-87.5324,America/Chicago,US,CATI,faa-nasr,medium
KEVW,EVW,Evanston-Uinta County Airport-Burns Field,41.2748,-111.035,America/Denver,US,CATI,faa-nasr,medium
KEWB,EWB,New Bedford Regional Airport,41.6761,-70.9569,America/New_York,US,CATI,faa-nasr,medium
KEWN,EWN,Coastal Carolina Regional Airport,35.073,-77.0429,America/New_York,US,CATI,faa-nasr,medium
KEYW,EYW,Key West International Airport,24.5561,-81.7596,America/New_York,US,CATI,assumed,medium
KFAF,FAF,Felker Army Air Field,37.1325,-76.6088,America/New_York,US,CATI,assumed,medium
KFAR,FAR,Hector International Airport,46.9207,-96.8158,America/Chicago,US,CATI,faa-nasr,medium
KFAY,FAY,Fayetteville Regional Airport - Grannis Field,34.9912,-78.8803,America/New_York,US,CATI,faa-nasr,medium
KFBG,FBG,Simmons Army Air Field,35.1318,-78.9367,America/New_York,US,CATI,assumed,medium
KFCS,FCS,Butts AAF (Fort Carson) Air Field,38.6784,-104.757,America/Denver,US,CATI,faa-nasr,medium
KFDY,FDY,Findlay Airport,41.0135,-83.6687,America/New_York,US,CATI,assumed,medium
KFFO,FFO,Wright-Patterson Air Force Base,39.8261,-84.0483,America/New_York,US,CATI,faa-nasr,medium
KFHR,FHR,Friday Harbor Airport,48.5237,-123.0246,America/Los_Angeles,US,CATI,assumed,medium
KFHU,FHU,Sierra Vista Municipal Airport / Libby Army Air Field,31.5874,-110.3482,America/Phoenix,US,CATI,faa-nasr,medium
KFKL,FKL,Venango Regional Airport,41.3779,-79.8604,America/New_York,US,CATI,faa-nasr,medium
KFLG,FLG,Flagstaff Pulliam Airport,35.1398,-111.6698,America/Phoenix,US,CATI,faa-nasr,medium
KFLO,FLO,Florence Regional Airport,34.1854,-79.7239,America/New_York,US,CATI,faa-nasr,medium
KFME,FME,Fort Meade Executive Airport,39.0854,-76.7594,America/New_York,US,CATI,assumed,medium
KFMN,FMN,Four Corners Regional Airport,36.7412,-108.23,America/Denver,US,CATI,faa-nasr,medium
KFMY,FMY,Page Field,26.5866,-81.8633,America/New_York,US,CATI,faa-nasr,medium
KFNL,FNL,Northern Colorado Regional Airport,40.4497,-105.0113,America/Denver,US,CATI,faa-nasr,medium
KFNT,FNT,Bishop International Airport,42.9693,-83.7434,America/Detroit,US,CATI,faa-nasr,medium
KFOD,FOD,Fort Dodge Regional Airport,42.5526,-94.1912,America/Chicago,US,CATI,faa-nasr,medium
KFOE,FOE,Topeka Regional Airport,38.9509,-95.6636,America/Chicago,US,CATI,faa-nasr,medium
KFPR,FPR,Treasure Coast International Airport,27.4951,-80.3683,America/New_York,US,CATI,faa-nasr,medium
KFRG,FRG,Republic Airport,40.7286,-73.4143,America/New_York,US,CATI,faa-nasr,medium
KFRI,FRI,Marshall Army Air Field,39.053,-96.7642,America/Chicago,US,CATI,faa-nasr,medium
KFSD,FSD,Sioux Falls Regional Airport,43.5855,-96.7412,America/Chicago,US,CATI,faa-nasr,medium
KFSI,FSI,Henry Post Army Air Field,34.6498,-98.4022,America/Chicago,US,CATI,assumed,medium
KFSM,FSM,Fort Smith Regional Airport,35.3366,-94.3674,America/Chicago,US,CATI,faa-nasr,medium
KFST,FST,Fort Stockton Pecos County Airport,30.9157,-102.916,America/Chicago,US,CATI,assumed,medium
KFTK,FTK,Godman Army Air Field,37.9071,-85.9721,America/New_York,US,CATI,faa-nasr,medium
KFTW,FTW,Fort Worth Meacham International Airport,32.8199,-97.3608,America/Chicago,US,CATI,faa-nasr,medium
KFTY,FTY,Fulton County Airport Brown Field,33.7791,-84.5214,America/New_York,US,CATI,faa-nasr,medium
KFWA,FWA,Fort Wayne International Airport,40.9789,-85.1945,America/Indiana/Indianapolis,US,CATII,faa-nasr,medium
KFXE,FXE,Fort Lauderdale Executive Airport,26.1973,-80.1707,America/New_York,US,CATI,faa-nasr,medium
KFYV,FYV,Drake Field,36.0051,-94.1701,America/Chicago,US,CATI,faa-nasr,medium
KGCC,GCC,Northeast Wyoming Regional Airport,44.3489,-105.539,America/Denver,US,CATI,faa-nasr,medium
KGCK,GCK,Garden City Regional Airport,37.9275,-100.724,America/Chicago,US,CATI,faa-nasr,medium
KGCN,GCN,Grand Canyon National Park Airport,35.9524,-112.147,America/Phoenix,US,CATI,faa-nasr,medium
KGDV,GDV,Dawson Community Airport,47.1377,-104.8069,America/Denver,US,CATI,assumed,medium
KGFK,GFK,Grand Forks International Airport,47.9493,-97.1761,America/Chicago,US,CATI,faa-nasr,medium
KGFL,GFL,Floyd Bennett Memorial Airport,43.3412,-73.6103,America/New_York,US,CATI,faa-nasr,medium
KGGG,GGG,East Texas Regional Airport,32.384,-94.7115,America/Chicago,US,CATI,faa-nasr,medium
KGGW,GGW,Glasgow Valley County Airport Wokal Field,48.2125,-106.615,America/Denver,US,CATI,assumed,medium
KGJT,GJT,Grand Junction Regional Airport,39.1267,-108.5294,America/Denver,US,CATI,faa-nasr,medium
KGLD,GLD,Goodland Municipal Airport,39.3707,-101.6998,America/Denver,US,CATI,faa-nasr,medium
KGLH,GLH,Mid Delta Regional Airport,33.4829,-90.9856,America/Chicago,US,CATI,faa-nasr,medium
KGLS,GLS,Scholes International At Galveston Airport,29.2653,-94.8604,America/Chicago,US,CATI,faa-nasr,medium
KGMU,GMU,Greenville Downtown Airport,34.8479,-82.3502,America/New_York,US,CATI,faa-nasr,medium
KGNV,GNV,Gainesville Regional Airport,29.6901,-82.2718,America/New_York,US,CATI,faa-nasr,medium
KGON,GON,Groton New London Airport,41.3301,-72.0451,America/New_York,US,CATI,faa-nasr,medium
KGPI,GPI,Glacier Park International Airport,48.3105,-114.256,America/Denver,US,CATI,faa-nasr,medium
KGPT,GPT,Gulfport Biloxi International Airport,30.4056,-89.0698,America/Chicago,US,CATI,faa-nasr,medium
KGRB,GRB,Austin Straubel International Airport,44.4835,-88.1308,America/Chicago,US,CATI,faa-nasr,medium
KGRF,GRF,Gray Army Air Field,47.0792,-122.581,America/Los_Angeles,US,CATI,faa-nasr,medium
KGRI,GRI,Central Nebraska Regional Airport,40.9675,-98.3096,America/Chicago,US,CATI,faa-nasr,medium
KGRK,GRK,Killeen Regional Airport / Robert Gray Army Airfield,31.0672,-97.8289,America/Chicago,US,CATI,faa-nasr,medium
KGSB,GSB,Seymour Johnson Air Force Base,35.3394,-77.9606,America/New_York,US,CATI,faa-nasr,medium
KGSP,GSP,Greenville-Spartanburg International Airport,34.8957,-82.2189,America/New_York,US,CATIII,faa-nasr,medium
KGTB,GTB,Wheeler Sack Army Air Field,44.0556,-75.7195,America/New_York,US,CATI,faa-nasr,medium
KGTF,GTF,Great Falls International Airport,47.482,-111.371,America/Denver,US,CATIII,faa-nasr,medium
KGTR,GTR,Golden Triangle Regional Airport,33.4503,-88.5914,America/Chicago,US,CATI,faa-nasr,medium
KGUC,GUC,Gunnison Crested Butte Regional Airport,38.5347,-106.9346,America/Denver,US,CATI,faa-nasr,medium
KGUP,GUP,Gallup Municipal Airport,35.5117,-108.7882,America/Denver,US,CATI,faa-nasr,medium
KGUS,GUS,Grissom Air Reserve Base,40.6481,-86.1521,America/Indiana/Indianapolis,US,CATI,faa-nasr,medium
KGUY,GUY,Guymon Municipal Airport,36.6851,-101.508,America/Chicago,US,CATI,assumed,medium
KGWO,GWO,Greenwood–Leflore Airport,33.495,-90.0882,America/Chicago,US,CATI,faa-nasr,medium
KGYI,GYI,North Texas Regional Airport Perrin Field,33.7141,-96.6737,America/Chicago,US,CATI,faa-nasr,medium
KGYY,GYY,Gary/Chicago International Airport,41.6171,-87.4132,America/Chicago,US,CATI,faa-nasr,medium
KHBG,HBG,Hattiesburg Bobby L Chain Municipal Airport,31.2648,-89.2528,America/Chicago,US,CATI,assumed,medium
KHBR,HBR,Hobart Regional Airport,34.9913,-99.0513,America/Chicago,US,CATI,assumed,medium
KHDN,HDN,Yampa Valley Airport,40.4812,-107.218,America/Denver,US,CATI,faa-nasr,medium
KHEF,HEF,Manassas Regional Airport/Harry P. Davis Field,38.7214,-77.5154,America/New_York,US,CATI,faa-nasr,medium
KHFD,HFD,Hartford Brainard Airport,41.7367,-72.6494,America/New_York,US,CATI,assumed,medium
KHGR,HGR,Hagerstown Regional Richard A Henson Field,39.7088,-77.728,America/New_York,US,CATI,faa-nasr,medium
KHHR,HHR,Jack Northrop Field Hawthorne Municipal Airport,33.9228,-118.335,America/Los_Angeles,US,CATI,faa-nasr,medium
KHIB,HIB,Range Regional Airport,47.3848,-92.8369,America/Chicago,US,CATI,faa-nasr,medium
KHIF,HIF,Hill Air Force Base,41.124,-111.9731,America/Denver,US,CATI,faa-nasr,medium
KHII,HII,Lake Havasu City Airport,34.5705,-114.3577,America/Phoenix,US,CATI,assumed,medium
KHIO,HIO,Portland Hillsboro Airport,45.5404,-122.95,America/Los_Angeles,US,CATI,faa-nasr,medium
KHKY,HKY,Hickory Regional Airport,35.7411,-81.3895,America/New_York,US,CATI,faa-nasr,medium
KHLG,HLG,Wheeling Ohio County Airport,40.175,-80.6463,America/New_York,US,CATI,faa-nasr,medium
KHLN,HLN,Helena Regional Airport,46.6068,-111.983,America/Denver,US,CATI,faa-nasr,medium
KHMN,HMN,Holloman Air Force Base,32.8525,-106.107,America/Denver,US,CATI,faa-nasr,medium
KHOB,HOB,Lea County Regional Airport,32.6875,-103.217,America/Denver,US,CATI,faa-nasr,medium
KHON,HON,Huron Regional Airport,44.3852,-98.2285,America/Chicago,US,CATI,faa-nasr,medium
KHOP,HOP,Campbell Army Airfield (Fort Campbell),36.6742,-87.4897,America/Chicago,US,CATI,faa-nasr,medium
KHOT,HOT,Memorial Field Airport,34.4788,-93.0963,America/Chicago,US,CATI,faa-nasr,medium
KHPN,HPN,Westchester County Airport,41.067,-73.7076,America/New_York,US,CATI,faa-nasr,medium
KHQM,HQM,Bowerman Airport,46.9712,-123.937,America/Los_Angeles,US,CATI,faa-nasr,medium
KHRL,HRL,Valley International Airport,26.2285,-97.6544,America/Chicago,US,CATII,faa-nasr,medium
KHRO,HRO,Boone County Airport,36.2615,-93.1547,America/Chicago,US,CATI,faa-nasr,medium
KHRT,HRT,Hurlburt Field,30.4278,-86.6893,America/Chicago,US,CATI,faa-nasr,medium
KHST,HST,Homestead Air Reserve Base,25.4886,-80.3836,America/New_York,US,CATI,faa-nasr,medium
KHSV,HSV,Huntsville International Airport,34.6362,-86.7744,America/Chicago,US,CATIII,faa-nasr,medium
KHTS,HTS,Tri-State Airport / Milton J. Ferguson Field,38.3667,-82.558,America/New_York,US,CATI,faa-nasr,medium
KHUA,HUA,Redstone Army Air Field,34.6787,-86.6848,America/Chicago,US,CATI,assumed,medium
KHUF,HUF,Terre Haute Regional Airport; Hulman Field,39.4515,-87.3076,America/Indiana/Indianapolis,US,CATI,faa-nasr,medium
KHUL,HUL,Houlton International Airport,46.1231,-67.7921,America/New_York,US,CATI,assumed,medium
KHUT,HUT,Hutchinson Municipal Airport,38.0655,-97.8606,America/Chicago,US,CATI,faa-nasr,medium
KHVN,HVN,Tweed New Haven Airport,41.2629,-72.8877,America/New_York,US,CATI,faa-nasr,medium
KHVR,HVR,Havre City County Airport,48.5414,-109.7629,America/Denver,US,CATI,assumed,medium
KHWO,HWO,North Perry Airport,26.0012,-80.2407,America/New_York,US,CATI,assumed,medium
KHXD,HXD,Hilton Head Airport,32.2244,-80.6975,America/New_York,US,CATI,faa-nasr,medium
KHYA,HYA,Cape Cod Gateway Airport,41.6693,-70.2804,America/New_York,US,CATI,faa-nasr,medium
KHYI,HYI,San Marcos Regional Airport,29.8927,-97.863,America/Chicago,US,CATI,faa-nasr,medium
KHYR,HYR,Sawyer County Airport,46.0252,-91.4443,America/Chicago,US,CATI,faa-nasr,medium
KHYS,HYS,Hays Regional Airport,38.8445,-99.2731,America/Chicago,US,CATI,faa-nasr,medium
KHZY,HZY,Northeast Ohio Regional Airport,41.778,-80.6955,America/New_York,US,CATI,assumed,medium
KIAB,IAB,McConnell Air Force Base,37.6219,-97.2682,America/Chicago,US,CATI,faa-nasr,medium
KIAG,IAG,Niagara Falls International Airport,43.1073,-78.9462,America/New_York,US,CATI,faa-nasr,medium
KICT,ICT,Wichita Dwight D. Eisenhower National Airport,37.6503,-97.4286,America/Chicago,US,CATII,faa-nasr,medium
KIDA,IDA,Idaho Falls Regional Airport,43.5146,-112.071,America/Boise,US,CATI,faa-nasr,medium
KIFP,IFP,Laughlin Bullhead International Airport,35.1547,-114.5593,America/Phoenix,US,CATI,assumed,medium
KIGM,IGM,Kingman Airport,35.2595,-113.938,America/Phoenix,US,CATI,assumed,medium
KIKK,IKK,Greater Kankakee Airport,41.0714,-87.8463,America/Chicago,US,CATI,faa-nasr,medium
KILG,ILG,Wilmington Airport,39.6787,-75.6065,America/New_York,US,CATI,faa-nasr,medium
KILM,ILM,Wilmington International Airport,34.2723,-77.9051,America/New_York,US,CATI,faa-nasr,medium
KILN,ILN,Wilmington Airpark,39.4279,-83.7921,America/New_York,US,CATIII,faa-nasr,medium
KIMT,IMT,Ford Airport,45.8191,-88.1146,America/Menominee,US,CATI,faa-nasr,medium
KINK,INK,Winkler County Airport,31.7796,-103.201,America/Chicago,US,CATI,assumed,medium
KINL,INL,Falls International Airport,48.5662,-93.4031,America/Chicago,US,CATI,faa-nasr,medium
KINT,INT,Smith Reynolds Airport,36.1337,-80.222,America/New_York,US,CATI,faa-nasr,medium
KINW,INW,Winslow Lindbergh Regional Airport,35.0219,-110.723,America/Phoenix,US,CATI,assumed,medium
KIPL,IPL,Imperial County Airport,32.8354,-115.574,America/Los_Angeles,US,CATI,assumed,medium
KIPT,IPT,Williamsport Regional Airport,41.2421,-76.9224,America/New_York,US,CATI,faa-nasr,medium
KIRK,IRK,Kirksville Regional Airport,40.0935,-92.5449,America/Chicago,US,CATI,faa-nasr,medium
KISM,ISM,Kissimmee Gateway Airport,28.2898,-81.4371,America/New_York,US,CATI,faa-nasr,medium
KISO,ISO,Kinston Regional Jetport At Stallings Field,35.3314,-77.6088,America/New_York,US,CATI,faa-nasr,medium
KISP,ISP,Long Island MacArthur Airport,40.7963,-73.1017,America/New_York,US,CATI,faa-nasr,medium
KITH,ITH,Ithaca Tompkins Regional Airport,42.491,-76.4584,America/New_York,US,CATI,faa-nasr,medium
KIWA,IWA,Mesa Gateway Airport,33.3078,-111.655,America/Phoenix,US,CATI,faa-nasr,medium
KJAC,JAC,Jackson Hole Airport,43.6073,-110.738,America/Denver,US,CATI,faa-nasr,medium
KJAN,JAN,Jackson-Medgar Wiley Evers International Airport,32.3112,-90.0759,America/Chicago,US,CATIII,faa-nasr,medium
KJBR,JBR,Jonesboro Municipal Airport,35.8317,-90.6464,America/Chicago,US,CATI,faa-nasr,medium
KJCT,JCT,Kimble County Airport,30.5113,-99.7635,America/Chicago,US,CATI,assumed,medium
KJHW,JHW,Chautauqua County-Jamestown Airport,42.1542,-79.254,America/New_York,US,CATI,faa-nasr,medium
KJKL,JKL,Julian Carroll Airport,37.5939,-83.3173,America/New_York,US,CATI,assumed,medium
KJLN,JLN,Joplin Regional Airport,37.1518,-94.4983,America/Chicago,US,CATI,faa-nasr,medium
KJMS,JMS,Jamestown Regional Airport,46.9297,-98.6782,America/Chicago,US,CATI,faa-nasr,medium
KJNX,JNX,Johnston Regional Airport,35.5409,-78.3903,America/New_York,US,CATI,faa-nasr,medium
KJQF,JQF,Concord-Padgett Regional Airport,35.3878,-80.7091,America/New_York,US,CATI,faa-nasr,medium
KJST,JST,John Murtha Johnstown Cambria County Airport,40.3161,-78.8339,America/New_York,US,CATI,faa-nasr,medium
KJWY,JWY,Mid-Way Regional Airport,32.4587,-96.9124,America/Chicago,US,CATI,assumed,medium
KJXN,JXN,Jackson County Airport/Reynolds Field,42.2605,-84.463,America/Detroit,US,CATI,faa-nasr,medium
KKLS,KLS,Southwest Washington Regional Airport,46.118,-122.898,America/Los_Angeles,US,CATI,assumed,medium
KLAA,LAA,Southeast Colorado Regional Airport,38.0664,-102.6914,America/Denver,US,CATI,assumed,medium
KLAF,LAF,Purdue University Airport,40.4129,-86.9394,America/Indiana/Indianapolis,US,CATI,faa-nasr,medium
KLAL,LAL,Lakeland Linder International Airport,27.9893,-82.0207,America/New_York,US,CATIII,faa-nasr,medium
KLAN,LAN,Capital Region International Airport,42.7776,-84.5857,America/Detroit,US,CATI,faa-nasr,medium
KLAR,LAR,Laramie Regional Airport,41.3121,-105.675,America/Denver,US,CATI,assumed,medium
KLAW,LAW,Lawton Fort Sill Regional Airport,34.5677,-98.4166,America/Chicago,US,CATI,faa-nasr,medium
KLBB,LBB,Lubbock Preston Smith International Airport,33.6636,-101.823,America/Chicago,US,CATI,faa-nasr,medium
KLBE,LBE,Arnold Palmer Regional Airport,40.2759,-79.4048,America/New_York,US,CATI,faa-nasr,medium
KLBF,LBF,North Platte Regional Airport Lee Bird Field,41.1262,-100.684,America/Chicago,US,CATI,faa-nasr,medium
KLBL,LBL,Liberal Mid-America Regional Airport,37.0442,-100.96,America/Chicago,US,CATI,faa-nasr,medium
KLBT,LBT,Lumberton Regional Airport,34.6108,-79.0594,America/New_York,US,CATI,faa-nasr,medium
KLBX,LBX,Texas Gulf Coast Regional Airport,29.1086,-95.4621,America/Chicago,US,CATI,faa-nasr,medium
KLCH,LCH,Lake Charles Regional Airport,30.1261,-93.2233,America/Chicago,US,CATI,faa-nasr,medium
KLCK,LCK,Rickenbacker International Airport,39.8138,-82.9278,America/New_York,US,CATII,faa-nasr,medium
KLEB,LEB,Lebanon Municipal Airport,43.6261,-72.3042,America/New_York,US,CATI,faa-nasr,medium
KLEE,LEE,Leesburg International Airport,28.8231,-81.8087,America/New_York,US,CATI,assumed,medium
KLEX,LEX,Blue Grass Airport,38.0351,-84.6067,America/New_York,US,CATI,faa-nasr,medium
KLFI,LFI,Langley Air Force Base,37.0829,-76.3605,America/New_York,US,CATI,faa-nasr,medium
KLFK,LFK,Angelina County Airport,31.234,-94.75,America/Chicago,US,CATI,faa-nasr,medium
KLFT,LFT,Lafayette Regional Airport,30.2053,-91.9876,America/Chicago,US,CATI,faa-nasr,medium
KLGU,LGU,Logan-Cache Airport,41.7912,-111.852,America/Denver,US,CATI,faa-nasr,medium
KLIT,LIT,Bill & Hillary Clinton National Airport/Adams Field,34.7292,-92.2236,America/Chicago,US,CATIII,faa-nasr,medium
KLLQ,LLQ,Monticello Municipal Ellis Field,33.6386,-91.751,America/Chicago,US,CATI,assumed,medium
KLMT,LMT,Crater Lake-Klamath Regional Airport,42.1561,-121.733,America/Los_Angeles,US,CATI,faa-nasr,medium
KLND,LND,Hunt Field,42.8152,-108.73,America/Denver,US,CATI,assumed,medium
KLNK,LNK,Lincoln Airport,40.8449,-96.7618,America/Chicago,US,CATI,faa-nasr,medium
KLNS,LNS,Lancaster Airport,40.1217,-76.2961,America/New_York,US,CATI,faa-nasr,medium
KLOL,LOL,Derby Field,40.0664,-118.565,America/Los_Angeles,US,CATI,assumed,medium
KLOU,LOU,Bowman Field,38.228,-85.6637,America/Kentucky/Louisville,US,CATI,assumed,medium
KLOZ,LOZ,London-Corbin Airport/Magee Field,37.0822,-84.0849,America/New_York,US,CATI,faa-nasr,medium
KLRD,LRD,Laredo International Airport,27.5438,-99.4616,America/Chicago,US,CATI,faa-nasr,medium
KLRF,LRF,Little Rock Air Force Base,34.9169,-92.1497,America/Chicago,US,CATI,faa-nasr,medium
KLRU,LRU,Las Cruces International Airport,32.2894,-106.922,America/Denver,US,CATI,faa-nasr,medium
KLSE,LSE,La Crosse Regional Airport,43.879,-91.2567,America/Chicago,US,CATI,faa-nasr,medium
KLSF,LSF,Lawson Army Air Field,32.3325,-84.988,America/New_York,US,CATI,faa-nasr,medium
KLSV,LSV,Nellis Air Force Base,36.2362,-115.034,America/Los_Angeles,US,CATI,faa-nasr,medium
KLTS,LTS,Altus Air Force Base,34.6671,-99.2667,America/Chicago,US,CATI,faa-nasr,medium
KLUF,LUF,Luke Air Force Base,33.535,-112.383,America/Phoenix,US,CATI,faa-nasr,medium
KLUK,LUK,Cincinnati Municipal Airport Lunken Field,39.1024,-84.4189,America/New_York,US,CATI,faa-nasr,medium
KLVM,LVM,Mission Field,45.6994,-110.448,America/Denver,US,CATI,assumed,medium
KLVS,LVS,Las Vegas Municipal Airport,35.6542,-105.142,America/Denver,US,CATI,assumed,medium
KLWB,LWB,Greenbrier Valley Airport,37.8579,-80.4004,America/New_York,US,CATI,faa-nasr,medium
KLWM,LWM,Lawrence Municipal Airport,42.7172,-71.1234,America/New_York,US,CATI,faa-nasr,medium
KLWS,LWS,Lewiston Nez Perce County Airport,46.3745,-117.015,America/Los_Angeles,US,CATI,faa-nasr,medium
KLWT,LWT,Lewistown Municipal Airport,47.0484,-109.4661,America/Denver,US,CATI,assumed,medium
KLYH,LYH,Lynchburg Regional Airport - Preston Glenn Field,37.3267,-79.2004,America/New_York,US,CATI,faa-nasr,medium
KMAF,MAF,Midland International Air and Space Port,31.9425,-102.202,America/Chicago,US,CATI,faa-nasr,medium
KMBG,MBG,Mobridge Municipal Airport,45.5465,-100.408,America/Chicago,US,CATI,assumed,medium
